forecast_date,target,target_end_date,location,type,quantile,value
2021-09-20,1 wk ahead inc case,2021-09-25,AT,point,NA,13539
2021-09-20,1 wk ahead inc case,2021-09-25,BG,point,NA,9891
2021-09-20,1 wk ahead inc case,2021-09-25,CZ,point,NA,3422
2021-09-20,1 wk ahead inc case,2021-09-25,DE,point,NA,61622
2021-09-20,1 wk ahead inc case,2021-09-25,EE,point,NA,3580
2021-09-20,1 wk ahead inc case,2021-09-25,FI,point,NA,2694
2021-09-20,1 wk ahead inc case,2021-09-25,GR,point,NA,16378
2021-09-20,1 wk ahead inc case,2021-09-25,HR,point,NA,8685
2021-09-20,1 wk ahead inc case,2021-09-25,HU,point,NA,2713
2021-09-20,1 wk ahead inc case,2021-09-25,LV,point,NA,3820
2021-09-20,1 wk ahead inc case,2021-09-25,PL,point,NA,5443
2021-09-20,1 wk ahead inc case,2021-09-25,RO,point,NA,44256
2021-09-20,1 wk ahead inc case,2021-09-25,SI,point,NA,7982
2021-09-20,1 wk ahead inc case,2021-09-25,SK,point,NA,5847
2021-09-20,2 wk ahead inc case,2021-10-02,AT,point,NA,13407
2021-09-20,2 wk ahead inc case,2021-10-02,BG,point,NA,10130
2021-09-20,2 wk ahead inc case,2021-10-02,CZ,point,NA,4314
2021-09-20,2 wk ahead inc case,2021-10-02,DE,point,NA,61150
2021-09-20,2 wk ahead inc case,2021-10-02,EE,point,NA,4017
2021-09-20,2 wk ahead inc case,2021-10-02,FI,point,NA,2936
2021-09-20,2 wk ahead inc case,2021-10-02,GR,point,NA,17061
2021-09-20,2 wk ahead inc case,2021-10-02,HR,point,NA,10328
2021-09-20,2 wk ahead inc case,2021-10-02,HU,point,NA,3464
2021-09-20,2 wk ahead inc case,2021-10-02,LV,point,NA,4463
2021-09-20,2 wk ahead inc case,2021-10-02,PL,point,NA,7121
2021-09-20,2 wk ahead inc case,2021-10-02,RO,point,NA,79623
2021-09-20,2 wk ahead inc case,2021-10-02,SI,point,NA,9705
2021-09-20,2 wk ahead inc case,2021-10-02,SK,point,NA,8896
2021-09-20,3 wk ahead inc case,2021-10-09,AT,point,NA,13191
2021-09-20,3 wk ahead inc case,2021-10-09,BG,point,NA,10356
2021-09-20,3 wk ahead inc case,2021-10-09,CZ,point,NA,5507
2021-09-20,3 wk ahead inc case,2021-10-09,DE,point,NA,61205
2021-09-20,3 wk ahead inc case,2021-10-09,EE,point,NA,4546
2021-09-20,3 wk ahead inc case,2021-10-09,FI,point,NA,2914
2021-09-20,3 wk ahead inc case,2021-10-09,GR,point,NA,17464
2021-09-20,3 wk ahead inc case,2021-10-09,HR,point,NA,11715
2021-09-20,3 wk ahead inc case,2021-10-09,HU,point,NA,4397
2021-09-20,3 wk ahead inc case,2021-10-09,LV,point,NA,5013
2021-09-20,3 wk ahead inc case,2021-10-09,PL,point,NA,9173
2021-09-20,3 wk ahead inc case,2021-10-09,RO,point,NA,134265
2021-09-20,3 wk ahead inc case,2021-10-09,SI,point,NA,11481
2021-09-20,3 wk ahead inc case,2021-10-09,SK,point,NA,13240
2021-09-20,4 wk ahead inc case,2021-10-16,AT,point,NA,13150
2021-09-20,4 wk ahead inc case,2021-10-16,BG,point,NA,10519
2021-09-20,4 wk ahead inc case,2021-10-16,CZ,point,NA,7348
2021-09-20,4 wk ahead inc case,2021-10-16,DE,point,NA,61465
2021-09-20,4 wk ahead inc case,2021-10-16,EE,point,NA,5109
2021-09-20,4 wk ahead inc case,2021-10-16,FI,point,NA,2854
2021-09-20,4 wk ahead inc case,2021-10-16,GR,point,NA,17515
2021-09-20,4 wk ahead inc case,2021-10-16,HR,point,NA,12756
2021-09-20,4 wk ahead inc case,2021-10-16,HU,point,NA,5565
2021-09-20,4 wk ahead inc case,2021-10-16,LV,point,NA,5520
2021-09-20,4 wk ahead inc case,2021-10-16,PL,point,NA,11986
2021-09-20,4 wk ahead inc case,2021-10-16,RO,point,NA,196908
2021-09-20,4 wk ahead inc case,2021-10-16,SI,point,NA,13058
2021-09-20,4 wk ahead inc case,2021-10-16,SK,point,NA,19562
2021-09-20,1 wk ahead inc death,2021-09-25,AT,point,NA,64
2021-09-20,1 wk ahead inc death,2021-09-25,BE,point,NA,42
2021-09-20,1 wk ahead inc death,2021-09-25,BG,point,NA,490
2021-09-20,1 wk ahead inc death,2021-09-25,CH,point,NA,36
2021-09-20,1 wk ahead inc death,2021-09-25,CZ,point,NA,15
2021-09-20,1 wk ahead inc death,2021-09-25,DE,point,NA,332
2021-09-20,1 wk ahead inc death,2021-09-25,DK,point,NA,18
2021-09-20,1 wk ahead inc death,2021-09-25,EE,point,NA,15
2021-09-20,1 wk ahead inc death,2021-09-25,ES,point,NA,461
2021-09-20,1 wk ahead inc death,2021-09-25,FI,point,NA,9
2021-09-20,1 wk ahead inc death,2021-09-25,FR,point,NA,305
2021-09-20,1 wk ahead inc death,2021-09-25,GB,point,NA,974
2021-09-20,1 wk ahead inc death,2021-09-25,HR,point,NA,89
2021-09-20,1 wk ahead inc death,2021-09-25,HU,point,NA,39
2021-09-20,1 wk ahead inc death,2021-09-25,IE,point,NA,24
2021-09-20,1 wk ahead inc death,2021-09-25,IS,point,NA,0
2021-09-20,1 wk ahead inc death,2021-09-25,IT,point,NA,388
2021-09-20,1 wk ahead inc death,2021-09-25,LI,point,NA,0
2021-09-20,1 wk ahead inc death,2021-09-25,LT,point,NA,116
2021-09-20,1 wk ahead inc death,2021-09-25,LV,point,NA,40
2021-09-20,1 wk ahead inc death,2021-09-25,NL,point,NA,38
2021-09-20,1 wk ahead inc death,2021-09-25,NO,point,NA,10
2021-09-20,1 wk ahead inc death,2021-09-25,PL,point,NA,76
2021-09-20,1 wk ahead inc death,2021-09-25,PT,point,NA,43
2021-09-20,1 wk ahead inc death,2021-09-25,RO,point,NA,758
2021-09-20,1 wk ahead inc death,2021-09-25,SE,point,NA,52
2021-09-20,1 wk ahead inc death,2021-09-25,SI,point,NA,33
2021-09-20,1 wk ahead inc death,2021-09-25,SK,point,NA,16
2021-09-20,2 wk ahead inc death,2021-10-02,AT,point,NA,74
2021-09-20,2 wk ahead inc death,2021-10-02,BE,point,NA,40
2021-09-20,2 wk ahead inc death,2021-10-02,BG,point,NA,498
2021-09-20,2 wk ahead inc death,2021-10-02,CH,point,NA,32
2021-09-20,2 wk ahead inc death,2021-10-02,CZ,point,NA,18
2021-09-20,2 wk ahead inc death,2021-10-02,DE,point,NA,346
2021-09-20,2 wk ahead inc death,2021-10-02,DK,point,NA,16
2021-09-20,2 wk ahead inc death,2021-10-02,EE,point,NA,16
2021-09-20,2 wk ahead inc death,2021-10-02,ES,point,NA,446
2021-09-20,2 wk ahead inc death,2021-10-02,FI,point,NA,8
2021-09-20,2 wk ahead inc death,2021-10-02,FR,point,NA,235
2021-09-20,2 wk ahead inc death,2021-10-02,GB,point,NA,961
2021-09-20,2 wk ahead inc death,2021-10-02,HR,point,NA,110
2021-09-20,2 wk ahead inc death,2021-10-02,HU,point,NA,52
2021-09-20,2 wk ahead inc death,2021-10-02,IE,point,NA,23
2021-09-20,2 wk ahead inc death,2021-10-02,IS,point,NA,0
2021-09-20,2 wk ahead inc death,2021-10-02,IT,point,NA,365
2021-09-20,2 wk ahead inc death,2021-10-02,LI,point,NA,0
2021-09-20,2 wk ahead inc death,2021-10-02,LT,point,NA,133
2021-09-20,2 wk ahead inc death,2021-10-02,LV,point,NA,52
2021-09-20,2 wk ahead inc death,2021-10-02,NL,point,NA,34
2021-09-20,2 wk ahead inc death,2021-10-02,NO,point,NA,10
2021-09-20,2 wk ahead inc death,2021-10-02,PL,point,NA,106
2021-09-20,2 wk ahead inc death,2021-10-02,PT,point,NA,35
2021-09-20,2 wk ahead inc death,2021-10-02,RO,point,NA,1258
